title,provider,provider_type,curriculum,country,province,grade,phase,subject,topic,language,resource_type,year,term,examination_type,url,memo_url,licence,trust_level,quality_score,source_url,discovered_from,discovered_at,last_verified,status
2025 NSC Physical Sciences (Chemistry) Paper 2,Western Cape Education Department (hosting DBE-set paper),provincial government,CAPS/NCS,South Africa,National,12,FET,Physical Sciences,,English,past paper,2025,November,NSC November final exam,https://drive.google.com/uc?export=download&id=1Y5D_DefMG1FLkGvT8ScRgcI7U9_EZYw0,not_found,CC BY-NC-ND,A,85,https://wcedeportal.westerncape.gov.za,WCED ePortal search,2026-09-05,2026-09-05,verified
2025 Mathematics Paper 1 Exemplar,Western Cape Education Department (hosting DBE-set paper),provincial government,CAPS/NCS,South Africa,National,12,FET,Mathematics,,English,exemplar,2025,N/A,DBE exemplar,https://drive.google.com/uc?export=download&id=1Bn8IMdD5PibyZzwKXRynylrpYy6Izvjb,not_found,CC BY-NC-ND,A,78,https://wcedeportal.westerncape.gov.za,WCED ePortal search,2026-09-05,2026-09-05,verified
2025 Mathematical Literacy Paper 1 Exemplar,Western Cape Education Department (hosting DBE-set paper),provincial government,CAPS/NCS,South Africa,National,12,FET,Mathematical Literacy,,English,exemplar,2025,N/A,DBE exemplar,https://drive.google.com/uc?export=download&id=1JCx9j0VGPzq0lNMUtR-xKdXc7iM8PqVH,not_found,CC BY-NC-ND,A,78,https://wcedeportal.westerncape.gov.za,WCED ePortal search,2026-09-05,2026-09-05,verified
"DBE Workbook -- Grade R, Book 1",Department of Basic Education,government,CAPS/NCS,South Africa,National,R,Grade R,Early Childhood Development,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=hFCcRCMWxm8%3d&tabid=5726&portalid=0&mid=14753&forcedownload=true,not_found,unknown,A,80,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
"DBE Workbook -- Grade R, Book 2",Department of Basic Education,government,CAPS/NCS,South Africa,National,R,Grade R,Early Childhood Development,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=kr4Te5g4uho%3d&tabid=5726&portalid=0&mid=14754&forcedownload=true,not_found,unknown,A,80,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 1 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,1,Foundation Phase,Literacy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=7IYeu4gzcm8%3d&tabid=5726&portalid=0&mid=14755&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 1 Life Skills,Department of Basic Education,government,CAPS/NCS,South Africa,National,1,Foundation Phase,Life Orientation,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=8YsyM6gWt-E%3d&tabid=5726&portalid=0&mid=14756&forcedownload=true,not_found,unknown,A,80,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 1 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,1,Foundation Phase,Numeracy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=dwyVB3go6Tc%3d&tabid=5726&portalid=0&mid=14757&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 2 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,2,Foundation Phase,Literacy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=RatrEOYXFoE%3d&tabid=5726&portalid=0&mid=14758&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 2 Life Skills,Department of Basic Education,government,CAPS/NCS,South Africa,National,2,Foundation Phase,Life Orientation,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=dcWYlr_VNBA%3d&tabid=5726&portalid=0&mid=14759&forcedownload=true,not_found,unknown,A,80,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 2 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,2,Foundation Phase,Numeracy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=EuiIm3ap-64%3d&tabid=5726&portalid=0&mid=14760&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 3 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,3,Foundation Phase,Literacy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=9EgF4Pnd0X0%3d&tabid=5726&portalid=0&mid=14761&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 4 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,4,Intermediate Phase,Languages,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=Zu4yrs5yn-Y%3d&tabid=5726&portalid=0&mid=14764&forcedownload=true,not_found,unknown,A,81,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 4 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,4,Intermediate Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=Ru6p4lzV5jc%3d&tabid=5726&portalid=0&mid=14765&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 5 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,5,Intermediate Phase,Languages,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=RDwFr3WQnU0%3d&tabid=5726&portalid=0&mid=14766&forcedownload=true,not_found,unknown,A,81,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 5 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,5,Intermediate Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=wUg7YKcHLbw%3d&tabid=5726&portalid=0&mid=14767&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 6 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,6,Intermediate Phase,Languages,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=DINfT7zhl40%3d&tabid=5726&portalid=0&mid=14768&forcedownload=true,not_found,unknown,A,81,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 6 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,6,Intermediate Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=nYUzOPQOU8Q%3d&tabid=5726&portalid=0&mid=14769&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 7 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,7,Senior Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=MQL7WhJvlr0%3d&tabid=5726&portalid=0&mid=14770&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 8 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,8,Senior Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=28s9jDFU_jo%3d&tabid=5726&portalid=0&mid=14771&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook -- Grade 9 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,9,Senior Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=VBNpqXlYS-8%3d&tabid=5726&portalid=0&mid=14772&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026Workbooks1.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade R Book 3,Department of Basic Education,government,CAPS/NCS,South Africa,National,R,Grade R,Early Childhood Development,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=MKbh5TfkWpM%3d&tabid=5885&portalid=0&mid=15010&forcedownload=true,not_found,unknown,A,80,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade R Book 4,Department of Basic Education,government,CAPS/NCS,South Africa,National,R,Grade R,Early Childhood Development,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=rdFQ2gBXakw%3d&tabid=5885&portalid=0&mid=15011&forcedownload=true,not_found,unknown,A,80,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 1 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,1,Foundation Phase,Literacy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=spxczGX1JM8%3d&tabid=5885&portalid=0&mid=15012&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 1 Life Skills,Department of Basic Education,government,CAPS/NCS,South Africa,National,1,Foundation Phase,Life Orientation,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=ivYMLNjXLw0%3d&tabid=5885&portalid=0&mid=15013&forcedownload=true,not_found,unknown,A,80,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 1 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,1,Foundation Phase,Numeracy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=-e7J3CA4uYk%3d&tabid=5885&portalid=0&mid=15014&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 2 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,2,Foundation Phase,Literacy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=HB5BpUt3T9w%3d&tabid=5885&portalid=0&mid=15015&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 2 Life Skills,Department of Basic Education,government,CAPS/NCS,South Africa,National,2,Foundation Phase,Life Orientation,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=2fSLm59uAuk%3d&tabid=5885&portalid=0&mid=15016&forcedownload=true,not_found,unknown,A,80,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 2 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,2,Foundation Phase,Numeracy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=4TYtIoi-CTw%3d&tabid=5885&portalid=0&mid=15017&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 3 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,3,Foundation Phase,Literacy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=9UPelIM8y00%3d&tabid=5885&portalid=0&mid=15018&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 3 Life Skills,Department of Basic Education,government,CAPS/NCS,South Africa,National,3,Foundation Phase,Life Orientation,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=VS-9DXmlKJI%3d&tabid=5885&portalid=0&mid=15019&forcedownload=true,not_found,unknown,A,80,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 3 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,3,Foundation Phase,Numeracy,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=59c7S3PQ9yc%3d&tabid=5885&portalid=0&mid=15020&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 4 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,4,Intermediate Phase,Languages,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=op4U8VFVLIs%3d&tabid=5885&portalid=0&mid=15021&forcedownload=true,not_found,unknown,A,81,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 4 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,4,Intermediate Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=Eo1SwhetH30%3d&tabid=5885&portalid=0&mid=15022&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 5 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,5,Intermediate Phase,Languages,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=BGy6z1Df5FU%3d&tabid=5885&portalid=0&mid=15023&forcedownload=true,not_found,unknown,A,81,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 5 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,5,Intermediate Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=8xhV1uzioMU%3d&tabid=5885&portalid=0&mid=15024&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 6 Literacy,Department of Basic Education,government,CAPS/NCS,South Africa,National,6,Intermediate Phase,Languages,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=lfc6sB_y2DE%3d&tabid=5885&portalid=0&mid=15025&forcedownload=true,not_found,unknown,A,81,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 6 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,6,Intermediate Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=n6VJI2L7KGs%3d&tabid=5885&portalid=0&mid=15026&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 7 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,7,Senior Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=MakuTHAVjHg%3d&tabid=5885&portalid=0&mid=15027&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 8 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,8,Senior Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=BH7iuLoI8ac%3d&tabid=5885&portalid=0&mid=15028&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
DBE Workbook (Term 3 & 4) -- Grade 9 Numeracy,Department of Basic Education,government,CAPS/NCS,South Africa,National,9,Senior Phase,Mathematics,,English,workbook,2026,N/A,N/A,https://www.education.gov.za/LinkClick.aspx?fileticket=3ZZi4SXsKBg%3d&tabid=5885&portalid=0&mid=15029&forcedownload=true,not_found,unknown,A,82,https://www.education.gov.za/Curriculum/LearningandTeachingSupportMaterials(LTSM)/2026WorkbooksTerm3and4.aspx,DBE 2026 Workbooks (Terms 1 and 2) index,2026-09-05,2026-09-05,verified
Siyavula Grade 10 Mathematics Learner's Book (Afrikaans),Siyavula (via Western Cape Education Department ePortal),OER organisation,CAPS/NCS,South Africa,National,10,FET,Mathematics,,Afrikaans,open textbook,2018,N/A,N/A,https://wcedeportal.co.za/node/76196,not_found,CC BY-ND,B,85,https://wcedeportal.co.za,WCED ePortal search,2026-09-05,2026-09-05,verified
Siyavula Grade 11 Physical Sciences Learner's Book (Afrikaans),Siyavula (via Western Cape Education Department ePortal),OER organisation,CAPS/NCS,South Africa,National,11,FET,Physical Sciences,,Afrikaans,open textbook,2018,N/A,N/A,https://wcedeportal.co.za/node/76291,not_found,CC BY-ND,B,85,https://wcedeportal.co.za,WCED ePortal search,2026-09-05,2026-09-05,verified
IMO 2024 Problems + Shortlist,International Mathematical Olympiad,competition organisation,Other,International,National,12,FET,Mathematics,Olympiad problems,English,Olympiad problem,2024,N/A,International Mathematical Olympiad,https://www.imo-official.org/assets/documents/problems/2024/2024_eng.pdf,https://www.imo-official.org/assets/documents/problems/2024/IMO2024SL.pdf,unknown,A,88,https://www.imo-official.org/problems/2024/,IMO official site (user-provided URL),2026-09-05,2026-09-05,verified
IMO 2025 Problems + Shortlist,International Mathematical Olympiad,competition organisation,Other,International,National,12,FET,Mathematics,Olympiad problems,English,Olympiad problem,2025,N/A,International Mathematical Olympiad,https://www.imo-official.org/assets/documents/problems/2025/2025_eng.pdf,https://www.imo-official.org/assets/documents/problems/2025/IMO2025SL.pdf,unknown,A,88,https://www.imo-official.org/problems/2025/,IMO official site (user-provided URL),2026-09-05,2026-09-05,verified
IMO 2026 Problems,International Mathematical Olympiad,competition organisation,Other,International,National,12,FET,Mathematics,Olympiad problems,English,Olympiad problem,2026,N/A,International Mathematical Olympiad,https://www.imo-official.org/assets/documents/problems/2026/2026_eng.pdf,not_found,unknown,A,88,https://www.imo-official.org/problems/2026/,IMO official site (user-provided URL),2026-09-05,2026-09-05,verified
2025 SA Mathematics Olympiad Grade 12 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,12,FET,Mathematics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/FEMSSISA-Grade-12-Mathematics-Olympiads-2025_1.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/FEMSSISA-MATHEMATICS-OLYMPIAD-GRADES-12-ANSWERS.pdf,unknown,B,82,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (user-provided URL),2026-09-05,2026-09-05,verified
2025 SA Business Studies Olympiad Grade 12 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,12,FET,Business Studies,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Business-Studies-Olympiads-Grade-12-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/Business-Studies-Olympiad-Answers-GR-10-12-2025.pdf,unknown,B,80,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (user-provided URL),2026-09-05,2026-09-05,verified
2025 SA Accounting Olympiad Grade 12 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,12,FET,Accounting,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Accounting-Olympiads-Grade-12-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/Accounting-Olympiad-Answers-GR-12-2025.pdf,unknown,B,80,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (user-provided URL),2026-09-05,2026-09-05,verified
2025 SA Mathematical Literacy Olympiad Grade 12 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,12,FET,Mathematical Literacy,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Mathematical-Literacy-Olympiads-Grade-12-2025-Final.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/SA-OLYMPIADS-Mathematical-Literacy-Olympiad-Answers-GR-10-12-2025.pdf,unknown,B,79,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (user-provided URL),2026-09-05,2026-09-05,verified
2025 SA English Home Language Olympiad Grade 9 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,9,Senior Phase,Languages,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/ENGLISH-HL-GRADE-9-OLYMPIAD-QUESTION-PAPER.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/ENGLISH-HL-GRADE-9-MEMO.pdf,unknown,B,78,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (user-provided URL),2026-09-05,2026-09-05,verified
2025 SA Natural Science Olympiad Grade 9 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,9,Senior Phase,Natural Sciences,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/Natural-Science-Olympiads-Grade-9-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2026/07/South-African-Natural-Science-Olympiads-Grade-7-9-2025_Answers.pdf,unknown,B,79,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (user-provided URL),2026-09-05,2026-09-05,verified
2025 SA Coding and Robotics Olympiad Grade 9 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,9,Senior Phase,Coding & Robotics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/Coding-and-Robotics-EXAMINATION-GRADE-9.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/CR-Answers-grade-7-9.pdf,unknown,B,79,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (user-provided URL),2026-09-05,2026-09-05,verified
2025 SA Technology Olympiad Grade 9 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,9,Senior Phase,Technology,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Technology-Olympiads-2025-Grade-9.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/EMS-Olympiad-Answers-GR-8-9-2025-Final.pdf,unknown,B,77,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (user-provided URL),2026-09-05,2026-09-05,verified
